rank,taxid,mean_share_odorant,mean_share_background,share_ratio,ratio_ci_lo,ratio_ci_hi,p,n_molecules,n_odorant_molecules,n_background_molecules,q,taxon
phylum,200795,6.697066885616107e-07,4.684153235083535e-05,0.014297283947621912,0.0,0.056436342623958156,0.8944552772361382,36,1957,263882,0.992150392480376,Chloroflexota
phylum,203682,3.3549599211326346e-06,3.785490538129188e-05,0.08862682094539526,0.0,0.30309540502673266,0.9322033898305084,27,1957,263882,0.992150392480376,Planctomycetota
class,3398,0.812186151033153,0.575240171181498,1.4119079155494072,1.3893443012728866,1.4329580576649548,4.999750012499375e-05,163718,1957,263882,0.0006849657517124144,Magnoliopsida
class,1760,0.022782528016248204,0.06933302737050635,0.32859560414838723,0.2633280843757105,0.40266914929836417,4.999750012499375e-05,26150,1957,263882,0.0006849657517124144,Actinomycetes
class,33103,0.000546287328753378,0.0017788597337508115,0.3070997214611772,0.18893224580342793,0.4386814786290388,0.14124293785310735,1795,1957,263882,0.4394204202833336,Ulvophyceae
class,80999,0.0012918742486960142,0.0026161498819777763,0.49380742961078883,0.05959417239640526,1.1078148482455934,0.24463776811159443,1042,1957,263882,0.6703074846257688,Homoscleromorpha
class,91061,0.0005677025875728124,0.004222889204135965,0.13443463944467107,0.07018307882656281,0.22911448713032567,0.01064946752662367,2568,1957,263882,0.06947509767368774,Bacilli
class,147541,0.0017395621463546268,0.01629552384462236,0.10675091902177142,0.05418177753522176,0.18751988298663158,4.999750012499375e-05,8483,1957,263882,0.0006849657517124144,Dothideomycetes
class,28216,0.0003168605149671597,0.0014996483349637884,0.21128987882003072,0.09865595273802902,0.3639571272391296,0.14704264786760662,1067,1957,263882,0.4394204202833336,Betaproteobacteria
class,768503,0.000518803545994156,0.0002843119294562664,1.8247688269231057,0.004391611696157094,6.375414913712781,0.7503624818759062,186,1957,263882,0.9978001099945002,Cytophagia
class,452332,6.744516420908795e-05,1.3312214669461607e-05,5.066412004593649,1.072957256276876,13.270372469186519,0.02424878756062197,57,1957,263882,0.12035826780089566,Dacrymycetes
class,27929,6.965133276037609e-05,0.00039708685424865695,0.17540578846954277,0.044303064667964756,0.3530826159991589,0.5290235488225589,259,1957,263882,0.9978001099945002,Calcarea
class,6681,0.0013333095739774018,0.00022095736675433524,6.034239064134946,2.4546812615365936,12.034382401761093,0.0012499375031248437,952,1957,263882,0.011416095861873572,Malacostraca
